Stations_id|von_datum|bis_datum|Stationshoehe|geoBreite|geoLaenge|Stationsname|Bundesland
07403|20070330|20221030|672|47.7955|10.0325|Leutkirch-Herlazhofen|Baden-Württemberg

07410|20110201|20221030|350|50.7513|9.0224|Neu-Ulrichstein|Hessen

07412|20061001|20221030|340|50.0083|9.4238|Neuhütten/Spessart|Bayern

07416|20080911|20221030|541|51.0112|8.2733|Birkelbach|Nordrhein-Westfalen

07419|20061201|20221030|389|50.6610|12.0756|Langenwetzendorf-Göttendorf|Thüringen

07420|20070401|20221030|246|51.1044|11.7112|Naumburg/Saale-Kreipitzsch|Sachsen-Anhalt

07424|20061201|20221030|457|47.7724|12.9073|Piding|Bayern

07427|20070901|20221030|17|54.0188|9.9255|Padenstedt_(Pony-Park)|Schleswig-Holstein

07428|20070501|20221030|397|50.4167|10.8156|Veilsdorf|Thüringen

07431|20071101|20221030|604|48.0130|11.5524|Oberhaching-Laufzorn|Bayern

07432|20070501|20221030|72|52.6423|10.6627|Wittingen-Vorhop|Niedersachsen

10510|20090101|20221030|244|48.8059|9.5046|Winterbach/Remstal|Baden-Württemberg

13667|20061123|20080706|274|48.0006|7.8450|Freiburg-Mitte|Baden-Württemberg

13670|20070601|20221030|24|51.5088|6.7018|Duisburg-Baerl|Nordrhein-Westfalen

13674|20070801|20221030|237|49.2943|8.9053|Waibstadt|Baden-Württemberg

13675|20071101|20221030|77|52.0818|9.4077|Hameln-Hastenbeck|Niedersachsen

13676|20100101|20221030|378|48.8608|12.0323|Langquaid-Oberschneidhart|Bayern

13693|20080611|20221030|70|51.9258|8.3111|Gütersloh/Ems|Nordrhein-Westfalen

13696|20071201|20221030|60|51.5966|7.4048|Waltrop-Abdinghof|Nordrhein-Westfalen

13700|20080501|20221030|203|51.3329|7.3412|Gevelsberg-Oberbröking|Nordrhein-Westfalen

13701|20080901|20221030|250|51.1945|9.9885|Eschwege-Eltmannshausen|Hessen

13710|20080401|20221030|490|48.5734|12.2576|Landshut-Reithof|Bayern

13711|20071201|20221030|289|50.6820|11.5150|Krölpa-Rockendorf|Thüringen

13713|20071101|20221030|386|51.0899|7.6289|Meinerzhagen-Redlendorf|Nordrhein-Westfalen

13776|20080301|20101231|85|52.1789|9.9524|Hildesheim-Drispenstedt|Niedersachsen

13777|20080601|20221030|110|52.2467|10.9592|Helmstedt-Emmerstedt|Niedersachsen

13900|19950101|20221030|145|50.2688|9.3580|Soden,Bad-Salmünster_(Kläranlage)|Hessen

13901|19790201|20221030|41|51.7343|7.1998|Haltern_(Wasserwerk)|Nordrhein-Westfalen

13903|20080928|20090831|15|54.0167|8.3167|Bake_Zulu|Niedersachsen

13904|20080928|20081230|3|55.0000|6.3333|Nordseeboje_2|Hamburg

13932|19870521|20221030|388|48.3617|13.1938|Rotthalmünster_(Landwirtschaftsamt)|Bayern

13952|20090201|20221030|278|51.4089|8.0094|Arnsberg-Müschede|Nordrhein-Westfalen

13965|20081201|20221030|619|48.2639|8.8134|Balingen-Bronnhaupten|Baden-Württemberg

14138|20090914|20170116|73|52.1655|14.1224|Falkenberg_(Grenzschichtmessfeld)|Brandenburg

14311|19610101|20051231|530|50.1500|6.5528|Hersdorf-Weißenseifen|Rheinland-Pfalz

15000|20110401|20221030|231|50.7983|6.0244|Aachen-Orsbach|Nordrhein-Westfalen

15044|20111001|20221030|199|50.4517|7.4058|Neuwied-Feldkirchen-Hüllenberg|Rheinland-Pfalz

15120|20120301|20221030|379|51.5572|8.7019|Haaren|Nordrhein-Westfalen

15122|20120401|20221030|380|49.5200|10.2854|Ergersheim-Neuherberg|Bayern

15189|20130501|20221030|12|53.8281|12.5936|Sukow-Levitzow|Mecklenburg-Vorpommern

15190|20180701|20221030|18|51.6802|6.4349|Xanten_(Wasserwerk)|Nordrhein-Westfalen

15200|20130601|20221030|327|51.2531|7.2157|Wuppertal|Nordrhein-Westfalen

15207|20131101|20221030|317|51.2835|9.3590|Schauenburg-Elgershausen|Hessen

15214|20131101|20221030|808|47.6248|10.8075|Halblech-Bayerniederhofen|Bayern

15444|20140901|20221030|593|48.4418|9.9216|Ulm-Mähringen|Baden-Württemberg

15520|20150901|20221030|656|47.8190|12.2956|Frasdorf-Greimelberg|Bayern

15547|20161001|20221030|215|49.1259|9.1428|Heilbronn/Neckar|Baden-Württemberg

15555|20160501|20221030|815|47.8761|10.5849|Kaufbeuren-Oberbeuren|Bayern

15801|20201001|20221030|717|48.8257|13.5922|Hinterschmiding-Sonndorf|Bayern

15813|20220301|20221030|40|52.5126|7.4131|Lingen-Baccum|Niedersachsen

15911|20210601|20221030|278|51.1348|14.4343|Großpostwitz-Denkwitz|Sachsen

15951|19760401|20040831|280|49.2121|7.5882|Pirmasens_(Kläranlage)|Rheinland-Pfalz

15963|19540101|20041130|40|51.3258|6.5089|St._Tönis|Nordrhein-Westfalen

15976|20200402|20221030|216|49.9529|8.2107|Ober-Olm/Bellem|Rheinland-Pfalz

15978|20200402|20221030|316|49.5044|7.8618|Sembach|Rheinland-Pfalz

19087|19570501|19951130|645|48.8049|13.5528|Freyung_vorm_Wald|Bayern

19171|20200901|20221030|13|54.0039|9.8555|Hasenkrug-Hardebek|Schleswig-Holstein

19172|20200901|20221030|48|54.0246|9.3880|Wacken|Schleswig-Holstein
